name,nameascii,adm0name,adm0_a3,scalerank,natscale,labelrank,featurecla,pop_max,pop_min,longitude,latitude,pixel_x,pixel_y,pixel_x_int,pixel_y_int,centered_x,centered_y,centered_x_int,centered_y_int,region_id,population_weight,network_weight,security_weight,financial_weight,cultural_weight,government_weight
Fortaleza,Fortaleza,Brazil,BRA,2,200,1,Admin-1 capital,3602319,2315116,-38.5819272,-3.748072,1964.1399,1218.72322222222,1964,1219,-535.8601,218.723222222222,-536,219,south_america,1.68,5.5,5,5,3.59,5
Salvador,Salvador,Brazil,BRA,2,200,1,Admin-1 capital,3484000,2678845,-38.4819333,-12.968026,1965.52870416667,1346.77813888889,1966,1347,-534.471295833333,346.778138888889,-534,347,south_america,1.64,5.5,5,5,3.57,5
Medellín,Medellin,Colombia,COL,2,200,5,Admin-1 capital,3297000,1999979,-75.5769559,6.2769491,1450.32005694444,1079.48681805556,1450,1079,-1049.67994305556,79.4868180555557,-1050,79,south_america,1.6,5.5,5,5,3.55,5
Curitiba,Curitiba,Brazil,BRA,2,200,1,Admin-1 capital,3084000,1498860,-49.3219435,-25.4180671,1814.97300694444,1519.69537638889,1815,1520,-685.026993055556,519.695376388889,-685,520,south_america,1.54,5.5,5,5,3.52,5
Caracas,Caracas,Venezuela,VEN,1,300,6,Admin-0 capital,2985000,1815679,-66.9189831,10.5029444,1570.56967916667,1020.79243888889,1571,1021,-929.430320833334,20.7924388888889,-929,21,south_america,1.52,5.5,5,5,3.51,5
Campinas,Campinas,Brazil,BRA,4,50,1,Populated place,2791000,1031554,-47.0558854186193,-22.9078978660501,1846.44603585251,1484.83191480625,1846,1485,-653.553964147491,484.831914806251,-654,485,south_america,1.46,5.5,5,5,3.48,5
Guayaquil,Guayaquil,Ecuador,ECU,2,200,7,Admin-1 capital,2514000,1952029,-79.9219878,-2.2180879,1389.97239166667,1197.47344305556,1390,1197,-1110.02760833333,197.473443055556,-1110,197,south_america,1.39,5.5,5,5,3.44,5
Cali,Cali,Colombia,COL,2,200,5,Admin-1 capital,2254000,2178836,-76.5019123,3.401905,1437.47344027778,1119.41798611111,1437,1119,-1062.52655972222,119.417986111111,-1063,119,south_america,1.33,5.5,5,5,3.42,5
Belém,Belem,Brazil,BRA,2,200,1,Admin-1 capital,2167000,1407737,-48.4819689,-1.4480574,1826.63932083333,1186.778575,1827,1187,-673.360679166667,186.778575,-673,187,south_america,1.3,5.5,5,5,3.4,5
Santa Cruz,Santa Cruz,Bolivia,BOL,3,110,6,Admin-1 capital,2102998,1616063,-63.2279422,-17.7519718,1621.83413611111,1413.22183055556,1622,1413,-878.165863888889,413.221830555556,-878,413,south_america,1.29,5.5,5,5,3.4,5
Maracaibo,Maracaibo,Venezuela,VEN,2,200,6,Admin-1 capital,2072000,1457300,-71.6619235,10.7319227,1504.69550694444,1017.61218472222,1505,1018,-995.304493055555,17.6121847222222,-995,18,south_america,1.28,5.5,5,5,3.39,5
Goiânia,Goiania,Brazil,BRA,2,200,1,Admin-1 capital,2022000,1171195,-49.3019705,-16.7180814,1815.25040972222,1398.86224166667,1815,1399,-684.749590277778,398.862241666667,-685,399,south_america,1.27,5.5,5,5,3.38,5
Asunción,Asuncion,Paraguay,PRY,3,110,7,Admin-0 capital,1870000,11693,-57.625833755283,-25.2906708361096,1699.64119784329,1517.92598383486,1700,1518,-800.358802156708,517.925983834856,-800,518,south_america,1.23,5.5,5,5,3.37,5
Barranquilla,Barranquilla,Colombia,COL,4,50,5,Admin-1 capital,1798000,1244491,-74.8019127,10.9619345,1461.08454583333,1014.41757638889,1461,1014,-1038.91545416667,14.417576388889,-1039,14,south_america,1.21,5.5,5,5,3.35,5
Valencia,Valencia,Venezuela,VEN,3,110,6,Admin-1 capital,1770000,1369053,-67.9819673,10.2319274,1555.80600972222,1024.55656388889,1556,1025,-944.193990277778,24.5565638888888,-944,25,south_america,1.2,5.5,5,5,3.35,5
Manaus,Manaus,Brazil,BRA,3,110,1,Admin-1 capital,1753000,1520244,-60.0019634,-3.0980859,1666.63939722222,1209.6956375,1667,1210,-833.360602777778,209.6956375,-833,210,south_america,1.2,5.5,5,5,3.35,5
Santos,Santos,Brazil,BRA,6,30,1,Populated place,1709000,411403,-46.3284957146001,-23.9618355981938,1856.54867063055,1499.4699388638,1857,1499,-643.451329369446,499.469938863803,-643,499,south_america,1.18,5.5,5,5,3.34,5
Vitória,Vitoria,Brazil,BRA,6,30,1,Admin-1 capital,1704000,312656,-40.3539433547604,-20.3320422909247,1939.52856451722,1449.05614292951,1940,1449,-560.471435482783,449.05614292951,-560,449,south_america,1.18,5.5,5,5,3.34,5
Quito,Quito,Ecuador,ECU,3,110,7,Admin-0 capital,1701000,1399814,-78.501997,-0.2130423,1409.69448611111,1169.6255875,1410,1170,-1090.30551388889,169.6255875,-1090,170,south_america,1.18,5.5,5,5,3.34,5
La Paz,La Paz,Bolivia,BOL,3,110,6,Admin-0 capital,1590000,812799,-68.151931,-16.4960278,1553.44540277778,1395.77816388889,1553,1396,-946.554597222222,395.778163888889,-947,396,south_america,1.15,5.5,5,5,3.33,5
Montevideo,Montevideo,Uruguay,URY,3,110,8,Admin-0 capital,1513000,5324,-56.1868233783107,-34.9053763897081,1719.62745307902,1651.46356096817,1720,1651,-780.372546920983,651.463560968168,-780,651,south_america,1.13,5.5,5,5,3.31,5
Niterói,Niteroi,Brazil,BRA,8,10,1,Admin-1 capital,1500513,487327,-43.1058263657189,-22.8825337556897,1901.30796714279,1484.47963549569,1901,1484,-598.692032857207,484.479635495691,-599,484,south_america,1.13,5.5,5,5,3.31,5
Córdoba,Cordoba,Argentina,ARG,3,110,3,Admin-1 capital,1452000,1296935,-64.1842404,-31.3980122,1608.55221666667,1602.75016944444,1609,1603,-891.447783333333,602.750169444444,-891,603,south_america,1.12,5.5,5,5,3.31,5
Vila Velha,Vila Velha,Brazil,BRA,4,50,1,Populated place,1209091,275736,-40.2902327248749,-20.3380463074306,1940.41343437674,1449.13953204765,1940,1449,-559.586565623263,449.139532047647,-560,449,south_america,1.05,5.5,5,5,3.27,5
Vila Velha,Vila Velha,Brazil,BRA,6,30,1,Populated place,1209091,275736,-51.2166519,3.2166628,1788.6576125,1121.99079444444,1789,1122,-711.3423875,121.990794444444,-711,122,south_america,1.05,5.5,5,5,3.27,5
Rosario,Rosario,Argentina,ARG,4,50,3,Populated place,1203000,986569,-60.6682535,-32.9491837,1657.38536805556,1624.29421805556,1657,1624,-842.614631944445,624.294218055556,-843,624,south_america,1.05,5.5,5,5,3.27,5
Maceió,Maceio,Brazil,BRA,4,50,1,Admin-1 capital,1186000,814431,-35.7319203,-9.6180496,2003.72332916667,1300.25068888889,2004,1300,-496.276670833334,300.250688888889,-496,300,south_america,1.05,5.5,5,5,3.27,5
Barquisimeto,Barquisimeto,Venezuela,VEN,6,30,6,Admin-1 capital,1116000,809490,-69.3019125,10.0519384,1537.4734375,1027.05641111111,1537,1027,-962.5265625,27.0564111111112,-963,27,south_america,1.03,5.5,5,5,3.27,5
Natal,Natal,Brazil,BRA,4,50,1,Admin-1 capital,1088000,763043,-35.2419502,-5.7780773,2010.52846944444,1246.91774027778,2011,1247,-489.471530555556,246.917740277778,-489,247,south_america,1.02,5.5,5,5,3.26,5
São Luís,Sao Luis,Brazil,BRA,4,50,1,Admin-1 capital,1038000,11385,-44.2679367,-2.5140388,1885.16754583333,1201.58387222222,1885,1202,-614.832454166667,201.583872222222,-615,202,south_america,1.01,5.5,5,5,3.25,5
Florianópolis,Florianopolis,Brazil,BRA,3,110,1,Admin-1 capital,1023000,114566,-48.5219664,-27.5780387,1826.0838,1549.69498194444,1826,1550,-673.9162,549.694981944445,-674,550,south_america,1.01,5.5,5,5,3.25,5
Bucaramanga,Bucaramanga,Colombia,COL,6,30,5,Admin-1 capital,1009000,571820,-73.1278289,7.1320391,1484.33570972222,1067.61056805556,1484,1068,-1015.66429027778,67.6105680555556,-1016,68,south_america,1,5.5,5,5,3.25,5
Maracay,Maracay,Venezuela,VEN,6,30,6,Populated place,1007000,1007000,-67.597753,10.2488256,1561.14231944444,1024.32186666667,1561,1024,-938.857680555555,24.3218666666667,-939,24,south_america,1,5.5,5,5,3.25,5
Cochabamba,Cochabamba,Bolivia,BOL,6,30,6,Admin-1 capital,1000000,608276,-66.1699768,-17.410011,1580.97254444444,1408.472375,1581,1408,-919.027455555555,408.472375,-919,408,south_america,1,5.5,5,5,3.25,5
Moscow,Moscow,Russia,RUS,0,600,2,Admin-0 capital,10452000,10452000,37.613577,55.75411,3022.41079166667,392.304027777778,3022,392,522.410791666667,-607.695972222222,522,-608,russia_central_asia,3.45,5.5,7.5,5,4.47,6.5
St.  Petersburg,St. Petersburg,Russia,RUS,2,200,2,Admin-1 capital,4553000,3493212,30.3140742,59.9409604,2921.02880833333,334.153327777778,2921,334,421.028808333333,-665.846672222222,421,-666,russia_central_asia,1.92,5.5,7.5,5,3.71,6.5
Tashkent,Tashkent,Uzbekistan,UZB,1,300,6,Admin-0 capital,2184000,1978028,69.2688229426626,41.303828221562,3462.06698531476,593.002385811639,3462,593,962.066985314758,-406.997614188361,962,-407,russia_central_asia,1.31,5.5,7.5,5,3.41,6.5
Baku,Baku,Azerbaijan,AZE,3,110,8,Admin-0 capital,2122300,1892000,49.8602713,40.3972179,3192.50376805556,605.594195833333,3193,606,692.503768055556,-394.405804166667,693,-394,russia_central_asia,1.29,5.5,7.5,5,3.4,6.5
Novosibirsk,Novosibirsk,Russia,RUS,3,110,2,Admin-1 capital,1389000,1037201,82.958096,55.031906,3652.19577777778,402.334638888889,3652,402,1152.19577777778,-597.665361111111,1152,-598,russia_central_asia,1.1,5.5,7.5,5,3.3,6.5
Yekaterinburg,Yekaterinburg,Russia,RUS,3,110,2,Admin-1 capital,1313000,1227976,60.5980138,56.8519758,3341.63908055556,377.055891666667,3342,377,841.639080555555,-622.944108333333,842,-623,russia_central_asia,1.08,5.5,7.5,5,3.29,6.5
Nizhny Novgorod,Nizhny Novgorod,Russia,RUS,3,110,2,Admin-1 capital,1278000,1214926,43.9981485,56.3349531,3111.08539583333,384.2367625,3111,384,611.085395833333,-615.7632375,611,-616,russia_central_asia,1.07,5.5,7.5,5,3.29,6.5
Almaty,Almaty,Kazakhstan,KAZ,3,110,6,Admin-1 capital,1209000,983512,76.9130903,43.3269357,3568.23736527778,564.903670833333,3568,565,1068.23736527778,-435.096329166667,1068,-435,russia_central_asia,1.05,5.5,7.5,5,3.27,6.5
Samara,Samara,Russia,RUS,3,110,2,Admin-1 capital,1137000,856190,50.1493493,53.1969534,3196.51874027778,427.820091666667,3197,428,696.518740277777,-572.179908333333,697,-572,russia_central_asia,1.04,5.5,7.5,5,3.27,6.5
Omsk,Omsk,Russia,RUS,4,50,2,Admin-1 capital,1135000,1043403,73.3980077,54.9919343,3519.41677361111,402.889801388889,3519,403,1019.41677361111,-597.110198611111,1019,-597,russia_central_asia,1.04,5.5,7.5,5,3.27,6.5
Kazan,Kazan,Russia,RUS,3,110,2,Admin-1 capital,1115000,912270,49.1243989,55.7518879,3182.28331805556,392.334890277778,3182,392,682.283318055556,-607.665109722222,682,-608,russia_central_asia,1.03,5.5,7.5,5,3.27,6.5
Yerevan,Yerevan,Armenia,ARM,3,110,8,Admin-0 capital,1102000,1093485,44.5116055,40.1830966,3118.21674305556,608.568102777778,3118,609,618.216743055556,-391.431897222222,618,-391,russia_central_asia,1.03,5.5,7.5,5,3.27,6.5
Tbilisi,Tbilisi,Georgia,GEO,3,110,8,Admin-0 capital,1100000,1005257,44.7888496,41.7269558,3122.06735555556,587.125613888889,3122,587,622.067355555555,-412.874386111111,622,-413,russia_central_asia,1.03,5.5,7.5,5,3.27,6.5
Chelyabinsk,Chelyabinsk,Russia,RUS,4,50,2,Admin-1 capital,1091000,946604,61.4367223,55.1569371,3353.28780972222,400.598095833333,3353,401,853.287809722222,-599.401904166667,853,-599,russia_central_asia,1.02,5.5,7.5,5,3.26,6.5
Dushanbe,Dushanbe,Tajikistan,TJK,3,110,8,Admin-0 capital,1086244,679400,68.7738794,38.5600352,3455.19276944444,631.110622222222,3455,631,955.192769444444,-368.889377777778,955,-369,russia_central_asia,1.02,5.5,7.5,5,3.26,6.5
Rostov,Rostov,Russia,RUS,4,50,2,Admin-1 capital,1052000,1013134,39.7107099,47.2365937,3051.5376375,510.602865277778,3052,511,551.5376375,-489.397134722222,552,-489,russia_central_asia,1.01,5.5,7.5,5,3.25,6.5
Ufa,Ufa,Russia,RUS,3,110,2,Admin-1 capital,1018000,920756,56.0380854,54.7919207,3278.30674166667,405.667768055556,3278,406,778.306741666667,-594.332231944444,778,-594,russia_central_asia,1,5.5,7.5,5,3.25,6.5
Sydney,Sydney,Australia,AUS,0,600,3,Admin-1 capital,4630000,3641422,151.212547774475,-33.8713733921834,4600.17427464549,1637.10240822477,4600,1637,2100.17427464548,637.102408224769,2100,637,oceania,1.94,7,6.5,7,4.47,6.7
Melbourne,Melbourne,Australia,AUS,1,300,3,Admin-1 capital,4170000,93625,144.9730704,-37.8180855,4513.51486666667,1691.91785416667,4514,1692,2013.51486666667,691.917854166667,2014,692,oceania,1.82,7,6.5,7,4.41,6.7
Brisbane,Brisbane,Australia,AUS,3,110,3,Admin-1 capital,1860000,926353,153.0331469,-27.453085,4625.46037361111,1547.95951388889,4625,1548,2125.46037361111,547.959513888889,2125,548,oceania,1.22,7,6.5,7,4.11,6.7
Perth,Perth,Australia,AUS,2,200,3,Admin-1 capital,1532000,880216,115.8380529,-31.9530688,4108.86184583333,1610.45928888889,4109,1610,1608.86184583333,610.459288888889,1609,610,oceania,1.14,7,6.5,7,4.07,6.7
Auckland,Auckland,New Zealand,NZL,1,300,8,Admin-1 capital,1377200,395982,174.763027,-36.8480549,4927.26426388889,1678.44520694444,4927,1678,2427.26426388889,678.445206944444,2427,678,oceania,1.1,7,6.5,7,4.05,6.7
Adelaide,Adelaide,Australia,AUS,3,110,3,Admin-1 capital,1145000,836354,138.598059,-34.9330419,4424.97304166667,1651.84780416667,4425,1652,1924.97304166667,651.847804166667,1925,652,oceania,1.04,7,6.5,7,4.02,6.7
New York,New York,United States of America,USA,0,600,1,Populated place,19040000,8008278,-73.995717543617,40.7215617497277,1472.2817007831,601.089420142671,1472,601,-1027.7182992169,-398.910579857329,-1028,-399,north_america,5.68,8.5,8.5,9,7.09,8.7
Los Angeles,Los Angeles,United States of America,USA,0,600,1,Populated place,12500000,3694820,-118.231986472233,34.0492192603371,857.889076774539,693.76084360643,858,694,-1642.11092322546,-306.239156393571,-1642,-306,north_america,3.98,8.5,8.5,9,6.24,8.7
Chicago,Chicago,United States of America,USA,1,300,1,Populated place,8990000,2841952,-87.6352365532234,41.8479612833641,1282.84393676079,585.444982175499,1283,585,-1217.15606323921,-414.555017824502,-1217,-415,north_america,3.07,8.5,8.5,9,5.79,8.7
Miami,Miami,United States of America,USA,1,300,1,Populated place,5585000,382894,-80.2260519,25.7895566,1385.74927916667,808.478380555556,1386,808,-1114.25072083333,-191.521619444444,-1114,-192,north_america,2.19,8.5,8.5,9,5.34,8.7
Philadelphia,Philadelphia,United States of America,USA,2,200,1,Populated place,5492000,1517550,-75.1798412402816,39.9459424374208,1455.83553832942,611.861910591379,1456,612,-1044.16446167058,-388.138089408622,-1044,-388,north_america,2.17,8.5,8.5,9,5.33,8.7
Toronto,Toronto,Canada,CAN,1,300,2,Admin-1 capital,5213000,3934421,-79.3894585549119,43.6646445474343,1397.36863118178,560.213270174524,1397,560,-1102.63136881822,-439.786729825476,-1103,-440,north_america,2.09,8.5,8.5,9,5.29,8.7
Dallas,Dallas,United States of America,USA,2,200,1,Populated place,4798000,1211704,-96.794687225294,32.7719581354392,1155.62934409314,711.500581452233,1156,712,-1344.37065590686,-288.499418547767,-1344,-288,north_america,1.99,8.5,8.5,9,5.25,8.7
Atlanta,Atlanta,United States of America,USA,1,300,1,Admin-1 capital,4506000,422908,-84.3676418657139,33.7394572837835,1328.22719630953,698.063093280785,1328,698,-1171.77280369047,-301.936906719215,-1172,-302,north_america,1.91,8.5,8.5,9,5.21,8.7
Boston,Boston,United States of America,USA,2,200,1,Admin-1 capital,4467000,589141,-71.0719595,42.331906,1512.88945138889,578.723527777778,1513,579,-987.110548611111,-421.276472222222,-987,-421,north_america,1.9,8.5,8.5,9,5.2,8.7
Houston,Houston,United States of America,USA,1,300,1,Populated place,4459000,3647574,-95.3484362567222,29.7412728318625,1175.71616310108,753.593432890798,1176,754,-1324.28383689892,-246.406567109202,-1324,-246,north_america,1.9,8.5,8.5,9,5.2,8.7
"Washington,  D.C.","Washington, D.C.",United States of America,USA,0,600,1,Admin-0 capital,4338000,552433,-77.0113644,38.9014952,1430.39771666667,626.368122222222,1430,626,-1069.60228333333,-373.631877777778,-1070,-374,north_america,1.87,8.5,8.5,9,5.19,8.7
Detroit,Detroit,United States of America,USA,2,200,1,Populated place,4101000,951270,-83.05133408216,42.3335580055957,1346.50924885889,578.700583255616,1347,579,-1153.49075114111,-421.299416744384,-1153,-421,north_america,1.8,8.5,8.5,9,5.15,8.7
Montréal,Montreal,Canada,CAN,2,200,2,Populated place,3678000,2356556,-73.5852428,45.5019451,1477.98273888889,534.695206944444,1478,535,-1022.01726111111,-465.304793055556,-1022,-465,north_america,1.7,8.5,8.5,9,5.1,8.7
Phoenix,Phoenix,United States of America,USA,2,200,1,Admin-1 capital,3551000,1321045,-112.067365277666,33.4483224038126,943.508815587974,702.10663328038,944,702,-1556.49118441203,-297.89336671962,-1556,-298,north_america,1.66,8.5,8.5,9,5.08,8.7
San Francisco,San Francisco,United States of America,USA,1,300,1,Populated place,3450000,732072,-122.399599563046,37.7842626515279,800.005561624367,641.885240951001,800,642,-1699.99443837563,-358.114759048999,-1700,-358,north_america,1.64,8.5,8.5,9,5.07,8.7
Seattle,Seattle,United States of America,USA,2,200,1,Populated place,3074000,569369,-122.315322316039,47.6004233194605,801.176078943902,505.549676118604,801,506,-1698.8239210561,-494.450323881396,-1699,-494,north_america,1.54,8.5,8.5,9,5.02,8.7
Irvine,Irvine,United States of America,USA,7,20,1,Populated place,3010232,212375,-117.8299502,33.6804106,863.472913888889,698.883186111111,863,699,-1636.52708611111,-301.116813888889,-1637,-301,north_america,1.52,8.5,8.5,9,5.01,8.7
San Diego,San Diego,United States of America,USA,2,200,1,Populated place,2916000,961141,-117.150881454026,32.7189138542114,872.904424249636,712.237307580397,873,712,-1627.09557575036,-287.762692419603,-1627,-288,north_america,1.5,8.5,8.5,9,5,8.7
Minneapolis,Minneapolis,United States of America,USA,2,200,1,Populated place,2616000,367773,-93.2537322,44.9819251,1204.809275,541.917706944445,1205,542,-1295.190725,-458.082293055556,-1295,-458,north_america,1.42,8.5,8.5,9,4.96,8.7
Tampa,Tampa,United States of America,USA,2,200,1,Populated place,2314000,324465,-82.4605667,27.9489338,1354.71435138889,778.487030555556,1355,778,-1145.28564861111,-221.512969444444,-1145,-222,north_america,1.34,8.5,8.5,9,4.92,8.7
Vancouver,Vancouver,Canada,CAN,1,300,2,Populated place,2313328,603502,-123.1235901,49.2753624,789.9501375,482.286633333333,790,482,-1710.0498625,-517.713366666667,-1710,-518,north_america,1.34,8.5,8.5,9,4.92,8.7
Denver,Denver,United States of America,USA,1,300,1,Admin-1 capital,2313000,1548599,-104.9859618,39.7411339,1041.86164166667,614.706473611111,1042,615,-1458.13835833333,-385.293526388889,-1458,-385,north_america,1.34,8.5,8.5,9,4.92,8.7
Baltimore,Baltimore,United States of America,USA,4,50,1,Populated place,2255000,610892,-76.6145820807727,39.2815157864136,1435.90858221149,621.090058522033,1436,621,-1064.09141778851,-378.909941477967,-1064,-379,north_america,1.33,8.5,8.5,9,4.92,8.7
St. Louis,St. Louis,United States of America,USA,2,200,1,Populated place,2199000,320916,-90.2419264,38.6369636,1246.63991111111,630.042172222222,1247,630,-1253.36008888889,-369.957827777778,-1253,-370,north_america,1.31,8.5,8.5,9,4.91,8.7
Fort Lauderdale,Fort Lauderdale,United States of America,USA,7,20,1,Populated place,2042042,165521,-80.1417855,26.1360649,1386.91964583333,803.665765277778,1387,804,-1113.08035416667,-196.334234722222,-1113,-196,north_america,1.27,8.5,8.5,9,4.88,8.7
Long Beach,Long Beach,United States of America,USA,6,30,1,Populated place,2036134,462257,-118.200337356597,33.7770176731432,858.328647825041,697.541421206345,858,698,-1641.67135217496,-302.458578793655,-1642,-302,north_america,1.27,8.5,8.5,9,4.88,8.7
Cleveland,Cleveland,United States of America,USA,3,110,1,Populated place,1890000,449514,-81.6969441,41.4719327,1365.32022083333,590.667601388889,1365,591,-1134.67977916667,-409.332398611111,-1135,-409,north_america,1.23,8.5,8.5,9,4.87,8.7
Portland,Portland,United States of America,USA,3,110,1,Populated place,1875000,540513,-122.6819359,45.5219697,796.084223611111,534.4170875,796,534,-1703.91577638889,-465.5829125,-1704,-466,north_america,1.23,8.5,8.5,9,4.87,8.7
Pittsburgh,Pittsburgh,United States of America,USA,3,110,1,Populated place,1838000,1232535,-80.0019313,40.4319445,1388.86206527778,605.111881944445,1389,605,-1111.13793472222,-394.888118055556,-1111,-395,north_america,1.22,8.5,8.5,9,4.86,8.7
Las Vegas,Las Vegas,United States of America,USA,3,110,1,Populated place,1823000,478434,-115.151361556019,36.164763225832,900.675533944187,664.378288530112,901,664,-1599.32446605581,-335.621711469888,-1599,-336,north_america,1.21,8.5,8.5,9,4.86,8.7
San Bernardino,San Bernardino,United States of America,USA,4,50,1,Populated place,1745000,202381,-117.3019801,34.1223296,870.805831944445,692.745422222222,871,693,-1629.19416805556,-307.254577777778,-1629,-307,north_america,1.19,8.5,8.5,9,4.84,8.7
San Jose,San Jose,United States of America,USA,3,110,1,Populated place,1668000,894943,-121.888178626289,37.3309426997371,807.108630190431,648.18135139254,807,648,-1692.89136980957,-351.81864860746,-1693,-352,north_america,1.17,8.5,8.5,9,4.83,8.7
Cincinnati,Cincinnati,United States of America,USA,3,110,1,Populated place,1636000,306382,-84.4588685,39.1638306,1326.96015972222,622.724575,1327,623,-1173.03984027778,-377.275425,-1173,-377,north_america,1.17,8.5,8.5,9,4.83,8.7
Sacramento,Sacramento,United States of America,USA,3,110,1,Admin-1 capital,1604000,467898,-121.4719839,38.5769672,812.8891125,630.875455555556,813,631,-1687.1108875,-369.124544444444,-1687,-369,north_america,1.16,8.5,8.5,9,4.83,8.7
Oakland,Oakland,United States of America,USA,6,30,1,Populated place,1510271,395817,-122.27803818708,37.804725027887,801.69391406834,641.601041279347,802,642,-1698.30608593166,-358.398958720653,-1698,-358,north_america,1.13,8.5,8.5,9,4.81,8.7
Virginia Beach,Virginia Beach,United States of America,USA,6,30,1,Populated place,1491000,263951,-75.9802646,36.8551602,1444.71854722222,654.789441666667,1445,655,-1055.28145277778,-345.210558333333,-1055,-345,north_america,1.13,8.5,8.5,9,4.81,8.7
San Antonio,San Antonio,United States of America,USA,3,110,1,Populated place,1473000,1256810,-98.4926929920987,29.4198484786034,1132.0459306653,758.057660019398,1132,758,-1367.9540693347,-241.942339980602,-1368,-242,north_america,1.12,8.5,8.5,9,4.81,8.7
Kansas City,Kansas City,United States of America,USA,4,50,1,Populated place,1469000,441545,-94.6060401,39.1090344,1186.02722083333,623.485633333334,1186,623,-1313.97277916667,-376.514366666667,-1314,-377,north_america,1.12,8.5,8.5,9,4.81,8.7
Ft.  Worth,Ft. Worth,United States of America,USA,4,50,1,Populated place,1440454,741206,-97.3400381,32.739977,1148.05502638889,711.944763888889,1148,712,-1351.94497361111,-288.055236111111,-1352,-288,north_america,1.11,8.5,8.5,9,4.8,8.7
Indianapolis,Indianapolis,United States of America,USA,4,50,1,Admin-1 capital,1436000,773283,-86.1719939,39.7519343,1303.16675138889,614.556468055556,1303,615,-1196.83324861111,-385.443531944444,-1197,-385,north_america,1.11,8.5,8.5,9,4.8,8.7
Milwaukee,Milwaukee,United States of America,USA,3,110,1,Populated place,1388000,579180,-87.9166732146255,43.0296083543008,1278.93509424131,569.033217301378,1279,569,-1221.06490575869,-430.966782698622,-1221,-431,north_america,1.1,8.5,8.5,9,4.8,8.7
Orlando,Orlando,United States of America,USA,4,50,1,Populated place,1350000,207970,-81.3819762,28.5119227,1369.694775,770.667740277778,1370,771,-1130.305225,-229.332259722222,-1130,-229,north_america,1.09,8.5,8.5,9,4.79,8.7
Providence,Providence,United States of America,USA,6,30,1,Admin-1 capital,1277000,50453,-71.4169256,41.8230482,1508.09825555556,585.790997222222,1508,586,-991.901744444444,-414.209002777778,-992,-414,north_america,1.07,8.5,8.5,9,4.79,8.7
Columbus,Columbus,United States of America,USA,6,30,1,Admin-1 capital,1270000,736836,-82.9919555,39.9819202,1347.33395138889,611.362219444445,1347,611,-1152.66604861111,-388.637780555556,-1153,-389,north_america,1.07,8.5,8.5,9,4.79,8.7
West Palm Beach,West Palm Beach,United States of America,USA,6,30,1,Populated place,1250000,101043,-80.1236213,26.74502,1387.17192638889,795.208055555556,1387,795,-1112.82807361111,-204.791944444444,-1113,-205,north_america,1.06,8.5,8.5,9,4.78,8.7
Raleigh,Raleigh,United States of America,USA,3,110,1,Admin-1 capital,1163515,416468,-78.6470346366454,35.7726960127119,1407.68007449104,669.823666490113,1408,670,-1092.31992550896,-330.176333509887,-1092,-330,north_america,1.04,8.5,8.5,9,4.77,8.7
Austin,Austin,United States of America,USA,4,50,1,Admin-1 capital,1161000,678368,-97.7447242,30.2688955,1142.43438611111,746.265340277778,1142,746,-1357.56561388889,-253.734659722222,-1358,-254,north_america,1.04,8.5,8.5,9,4.77,8.7
Ottawa,Ottawa,Canada,CAN,3,110,2,Admin-0 capital,1145000,812129,-75.7019612,45.4186427,1448.58387222222,535.852184722222,1449,536,-1051.41612777778,-464.147815277778,-1051,-464,north_america,1.04,8.5,8.5,9,4.77,8.7
Birmingham,Birmingham,United States of America,USA,6,30,1,Populated place,1128047,212237,-86.8249952,33.5300063,1294.09728888889,700.972134722222,1294,701,-1205.90271111111,-299.027865277778,-1206,-299,north_america,1.03,8.5,8.5,9,4.76,8.7
Calgary,Calgary,Canada,CAN,3,110,2,Populated place,1110000,915322,-114.0819441,51.0849376,915.528554166667,457.153644444444,916,457,-1584.47144583333,-542.846355555556,-1584,-543,north_america,1.03,8.5,8.5,9,4.76,8.7
Mesa,Mesa,United States of America,USA,8,10,1,Populated place,1085394,439041,-111.820966964502,33.4147957149874,946.93101438192,702.572281736286,947,703,-1553.06898561808,-297.427718263714,-1553,-297,north_america,1.02,8.5,8.5,9,4.76,8.7
Memphis,Memphis,United States of America,USA,3,110,1,Populated place,1081000,426687,-90.0287770227853,35.1447011551516,1249.60031912798,678.545817289562,1250,679,-1250.39968087202,-321.454182710438,-1250,-321,north_america,1.02,8.5,8.5,9,4.76,8.7
Edmonton,Edmonton,Canada,CAN,2,200,2,Admin-1 capital,1058000,712391,-113.5019278,53.5519705,923.584336111111,422.889298611111,924,423,-1576.41566388889,-577.110701388889,-1576,-577,north_america,1.02,8.5,8.5,9,4.76,8.7
Norfolk,Norfolk,United States of America,USA,3,110,1,Populated place,1047869,242803,-76.2800057,36.8499587,1440.55547638889,654.861684722222,1441,655,-1059.44452361111,-345.138315277778,-1059,-345,north_america,1.01,8.5,8.5,9,4.75,8.7
Bridgeport,Bridgeport,United States of America,USA,4,50,1,Populated place,1018000,139090,-73.201907,41.1819245,1483.30684722222,594.695493055556,1483,595,-1016.69315277778,-405.304506944444,-1017,-405,north_america,1,8.5,8.5,9,4.75,8.7
Buffalo,Buffalo,United States of America,USA,3,110,1,Populated place,1016000,279557,-78.8819479,42.8819241,1404.41739027778,571.0843875,1404,571,-1095.58260972222,-428.9156125,-1096,-429,north_america,1,8.5,8.5,9,4.75,8.7
