name,country_source,longitude,latitude,pixel_x,pixel_y,pixel_x_int,pixel_y_int,centered_x,centered_y,source,source_line
Taschkent,Sowjetunion,69.3,41.333333,3462.5,592.59,3462,593,962.5,-407.41,TeX Live pst-geo cities.data,1104
Taunggyi,Myanmar,96.883333,20.916667,3845.6,876.16,3846,876,1345.6,-123.84,TeX Live pst-geo cities.data,1105
Tbilisi,Sowjetunion,44.75,41.7,3121.53,587.5,3122,587,621.53,-412.5,TeX Live pst-geo cities.data,1106
Tegucigalpa,Honduras,-87.216667,14.1,1288.66,970.83,1289,971,-1211.34,-29.17,TeX Live pst-geo cities.data,1107
Teheran,Iran,51.433333,35.666667,3214.35,671.3,3214,671,714.35,-328.7,TeX Live pst-geo cities.data,1108
Tel Aviv,Israel,34.766667,32.083333,2982.87,721.06,2983,721,482.87,-278.94,TeX Live pst-geo cities.data,1109
Temeschburg,Rumänien,21.25,45.75,2795.14,531.25,2795,531,295.14,-468.75,TeX Live pst-geo cities.data,1110
Tempe,"USA, AZ",-111.933333,33.416667,945.37,702.55,945,703,-1554.63,-297.45,TeX Live pst-geo cities.data,1111
Temuco,Chile,-72.666667,-38.75,1490.74,1704.86,1491,1705,-1009.26,704.86,TeX Live pst-geo cities.data,1112
Ternitz,Österreich,16.033333,47.716667,2722.69,503.94,2723,504,222.69,-496.06,TeX Live pst-geo cities.data,1113
Terre Haute,"USA, IN",-87.4,39.466667,1286.11,618.52,1286,619,-1213.89,-381.48,TeX Live pst-geo cities.data,1114
Tetouan,Marokko,-5.366667,35.566667,2425.46,672.69,2425,673,-74.54,-327.31,TeX Live pst-geo cities.data,1115
Thessaloniki,Griechenland,22.966667,40.633333,2818.98,602.31,2819,602,318.98,-397.69,TeX Live pst-geo cities.data,1116
Thies,Senegal,-16.866667,14.816667,2265.74,960.88,2266,961,-234.26,-39.12,TeX Live pst-geo cities.data,1117
Thimbu,Bhutan,89.75,27.533333,3746.53,784.26,3747,784,1246.53,-215.74,TeX Live pst-geo cities.data,1118
Thun,Schweiz,7.633333,46.766667,2606.02,517.13,2606,517,106.02,-482.87,TeX Live pst-geo cities.data,1119
Tianjin,China,117.2,39.133333,4127.78,623.15,4128,623,1627.78,-376.85,TeX Live pst-geo cities.data,1120
Tijuana,Mexiko,-117.016667,32.533333,874.77,714.81,875,715,-1625.23,-285.19,TeX Live pst-geo cities.data,1121
Tilburg,Niederlande,5.083333,51.566667,2570.6,450.46,2571,450,70.6,-549.54,TeX Live pst-geo cities.data,1122
Timbuktu,Mali,-3.016667,16.766667,2458.1,933.8,2458,934,-41.9,-66.2,TeX Live pst-geo cities.data,1123
Tirana,Albanien,19.833333,41.333333,2775.46,592.59,2775,593,275.46,-407.41,TeX Live pst-geo cities.data,1124
Tlemcen,Algerien,-1.35,34.883333,2481.25,682.18,2481,682,-18.75,-317.82,TeX Live pst-geo cities.data,1125
Toamasina,Madagaskar,49.383333,-18.166667,3185.88,1418.98,3186,1419,685.88,418.98,TeX Live pst-geo cities.data,1126
Tokyo,Japan,139.766667,35.7,4441.2,670.83,4441,671,1941.2,-329.17,TeX Live pst-geo cities.data,1127
Toledo,"USA, OH",-83.55,41.65,1339.58,588.19,1340,588,-1160.42,-411.81,TeX Live pst-geo cities.data,1128
Toliary,Madagaskar,43.683333,-23.333333,3106.71,1490.74,3107,1491,606.71,490.74,TeX Live pst-geo cities.data,1129
Topeka,"USA, KS",-95.666667,39.05,1171.3,624.31,1171,624,-1328.7,-375.69,TeX Live pst-geo cities.data,1130
Toronto,Kanada,-79.383333,43.65,1397.45,560.42,1397,560,-1102.55,-439.58,TeX Live pst-geo cities.data,1131
Torreon,Mexiko,-103.433333,25.55,1063.43,811.81,1063,812,-1436.57,-188.19,TeX Live pst-geo cities.data,1132
Toulouse,Frankreich,1.45,43.616667,2520.14,560.88,2520,561,20.14,-439.12,TeX Live pst-geo cities.data,1133
Tours,Frankreich,0.683333,47.383333,2509.49,508.56,2509,509,9.49,-491.44,TeX Live pst-geo cities.data,1134
Traun,Österreich,14.233333,48.216667,2697.69,496.99,2698,497,197.69,-503.01,TeX Live pst-geo cities.data,1135
Trenton,"USA, NJ",-74.766667,40.216667,1461.57,608.1,1462,608,-1038.43,-391.9,TeX Live pst-geo cities.data,1136
Tripoli,Libanon,35.833333,34.45,2997.69,688.19,2998,688,497.69,-311.81,TeX Live pst-geo cities.data,1137
Tripolis,Libyen,13.183333,32.9,2683.1,709.72,2683,710,183.1,-290.28,TeX Live pst-geo cities.data,1138
Trondheim,Norwegen,10.416667,63.416667,2644.68,285.88,2645,286,144.68,-714.12,TeX Live pst-geo cities.data,1139
Troy,"USA, NY",-73.683333,42.733333,1476.62,573.15,1477,573,-1023.38,-426.85,TeX Live pst-geo cities.data,1140
Trujillo,Peru,-79.033333,-8.116667,1402.31,1279.4,1402,1279,-1097.69,279.4,TeX Live pst-geo cities.data,1141
Tschoudjo,Togo,1.183333,8.983333,2516.44,1041.9,2516,1042,16.44,41.9,TeX Live pst-geo cities.data,1142
Tsumeb,Namibia,17.7,-19.216667,2745.83,1433.56,2746,1434,245.83,433.56,TeX Live pst-geo cities.data,1143
Tucson,"USA, AZ",-110.966667,32.216667,958.8,719.21,959,719,-1541.2,-280.79,TeX Live pst-geo cities.data,1144
Tulsa,"USA, OK",-96.0,36.15,1166.67,664.58,1167,665,-1333.33,-335.42,TeX Live pst-geo cities.data,1145
Tunis,Tunesien,10.2,36.8,2641.67,655.56,2642,656,141.67,-344.44,TeX Live pst-geo cities.data,1146
Turin,Italien,7.666667,45.05,2606.48,540.97,2606,541,106.48,-459.03,TeX Live pst-geo cities.data,1147
Turku,Finnland,22.25,60.45,2809.03,327.08,2809,327,309.03,-672.92,TeX Live pst-geo cities.data,1148
Tuscaloosa,"USA, AL",-87.566667,33.2,1283.8,705.56,1284,706,-1216.2,-294.44,TeX Live pst-geo cities.data,1149
Ujung Padang,Indonesien,119.466667,-5.15,4159.26,1238.19,4159,1238,1659.26,238.19,TeX Live pst-geo cities.data,1150
Ulan Bator,Mongolei,106.883333,47.916667,3984.49,501.16,3984,501,1484.49,-498.84,TeX Live pst-geo cities.data,1151
Ulm,Deutschland,10.0,48.416667,2638.89,494.21,2639,494,138.89,-505.79,TeX Live pst-geo cities.data,1152
Umhlazi,Südafrika,31.0,-29.883333,2930.56,1581.71,2931,1582,430.56,581.71,TeX Live pst-geo cities.data,1153
Uppsala,Schweden,17.633333,59.916667,2744.91,334.49,2745,334,244.91,-665.51,TeX Live pst-geo cities.data,1154
Utica,"USA, NY",-75.233333,43.1,1455.09,568.06,1455,568,-1044.91,-431.94,TeX Live pst-geo cities.data,1155
Utrecht,Niederlande,5.116667,52.1,2571.06,443.06,2571,443,71.06,-556.94,TeX Live pst-geo cities.data,1156
Vaduz,Lichtenstein,9.533333,47.133333,2632.41,512.04,2632,512,132.41,-487.96,TeX Live pst-geo cities.data,1157
Vaesteras,Schweden,16.533333,59.6,2729.63,338.89,2730,339,229.63,-661.11,TeX Live pst-geo cities.data,1158
Valencia,Spanien,-0.366667,39.466667,2494.91,618.52,2495,619,-5.09,-381.48,TeX Live pst-geo cities.data,1159
Valencia,Venezuela,-68.0,10.183333,1555.56,1025.23,1556,1025,-944.44,25.23,TeX Live pst-geo cities.data,1160
Valladolid,Spanien,-4.75,41.65,2434.03,588.19,2434,588,-65.97,-411.81,TeX Live pst-geo cities.data,1161
Valletta,Malta,14.533333,35.9,2701.85,668.06,2702,668,201.85,-331.94,TeX Live pst-geo cities.data,1162
Valparaiso,Chile,-71.666667,-33.083333,1504.63,1626.16,1505,1626,-995.37,626.16,TeX Live pst-geo cities.data,1163
Vancouver,Kanada,-123.116667,49.283333,790.05,482.18,790,482,-1709.95,-517.82,TeX Live pst-geo cities.data,1164
Vantaa,Finnland,24.95,60.3,2846.53,329.17,2847,329,346.53,-670.83,TeX Live pst-geo cities.data,1165
Varna,Bulgarien,27.95,43.2,2888.19,566.67,2888,567,388.19,-433.33,TeX Live pst-geo cities.data,1166
Vejle,Dänemark,9.55,55.716667,2632.64,392.82,2633,393,132.64,-607.18,TeX Live pst-geo cities.data,1167
Venedig,Italien,12.35,45.45,2671.53,535.42,2672,535,171.53,-464.58,TeX Live pst-geo cities.data,1168
Vera Cruz,Mexiko,-96.133333,19.2,1164.81,900.0,1165,900,-1335.19,-100.0,TeX Live pst-geo cities.data,1169
Victoria,Hongkong,114.216667,22.266667,4086.34,857.41,4086,857,1586.34,-142.59,TeX Live pst-geo cities.data,1170
Victoria,Kanada,-123.366667,48.416667,786.57,494.21,787,494,-1713.43,-505.79,TeX Live pst-geo cities.data,1171
Victoria,Seschellen,55.466667,-4.633333,3270.37,1231.02,3270,1231,770.37,231.02,TeX Live pst-geo cities.data,1172
Vientiane,Laos,102.6,17.966667,3925.0,917.13,3925,917,1425.0,-82.87,TeX Live pst-geo cities.data,1173
Vila Nova De Gaia,Portugal,-8.666667,41.066667,2379.63,596.3,2380,596,-120.37,-403.7,TeX Live pst-geo cities.data,1174
Villach,Österreich,13.85,46.616667,2692.36,519.21,2692,519,192.36,-480.79,TeX Live pst-geo cities.data,1175
Vina Del Mar,Chile,-71.583333,-33.033333,1505.79,1625.46,1506,1625,-994.21,625.46,TeX Live pst-geo cities.data,1176
Vineland,"USA, NJ",-75.033333,39.483333,1457.87,618.29,1458,618,-1042.13,-381.71,TeX Live pst-geo cities.data,1177
Volos,Griechenland,22.95,39.366667,2818.75,619.91,2819,620,318.75,-380.09,TeX Live pst-geo cities.data,1178
Waco,"USA, TX",-97.133333,31.55,1150.93,728.47,1151,728,-1349.07,-271.53,TeX Live pst-geo cities.data,1179
Wadi Medani,Sudan,33.05,14.4,2959.03,966.67,2959,967,459.03,-33.33,TeX Live pst-geo cities.data,1180
Warschau,Polen,21.0,52.25,2791.67,440.97,2792,441,291.67,-559.03,TeX Live pst-geo cities.data,1181
Warwick,"USA, RI",-71.45,41.7,1507.64,587.5,1508,587,-992.36,-412.5,TeX Live pst-geo cities.data,1182
Washington,"USA, DC",-77.016667,38.9,1430.32,626.39,1430,626,-1069.68,-373.61,TeX Live pst-geo cities.data,1183
Waterbury,"USA, CT",-73.05,41.55,1485.42,589.58,1485,590,-1014.58,-410.42,TeX Live pst-geo cities.data,1184
Waterford,Irland,-7.1,52.25,2401.39,440.97,2401,441,-98.61,-559.03,TeX Live pst-geo cities.data,1185
Waterloo,"USA, IA",-92.333333,42.5,1217.59,576.39,1218,576,-1282.41,-423.61,TeX Live pst-geo cities.data,1186
Wellington,Neuseeland,174.85,-41.466667,4928.47,1742.59,4928,1743,2428.47,742.59,TeX Live pst-geo cities.data,1187
Wels,Österreich,14.033333,48.166667,2694.91,497.69,2695,498,194.91,-502.31,TeX Live pst-geo cities.data,1188
West Palm Beach,"USA, FL",-80.05,26.716667,1388.19,795.6,1388,796,-1111.81,-204.4,TeX Live pst-geo cities.data,1189
Wheeling,"USA, WV",-80.716667,40.066667,1378.94,610.19,1379,610,-1121.06,-389.81,TeX Live pst-geo cities.data,1190
Wichita,"USA, KS",-97.333333,37.683333,1148.15,643.29,1148,643,-1351.85,-356.71,TeX Live pst-geo cities.data,1191
Wichita Falls,"USA, TX",-98.483333,33.916667,1132.18,695.6,1132,696,-1367.82,-304.4,TeX Live pst-geo cities.data,1192
Wien,Österreich,16.366667,48.2,2727.31,497.22,2727,497,227.31,-502.78,TeX Live pst-geo cities.data,1193
Wiener Neustadt,Österreich,16.25,47.8,2725.69,502.78,2726,503,225.69,-497.22,TeX Live pst-geo cities.data,1194
Wiesbaden,Deutschland,8.25,50.083333,2614.58,471.06,2615,471,114.58,-528.94,TeX Live pst-geo cities.data,1195
Wilkes Barre,"USA, PA",-75.883333,41.25,1446.06,593.75,1446,594,-1053.94,-406.25,TeX Live pst-geo cities.data,1196
Willemstad,Niederlande,-68.95,12.1,1542.36,998.61,1542,999,-957.64,-1.39,TeX Live pst-geo cities.data,1197
Williamsburg,"USA, VA",-76.7,37.266667,1434.72,649.07,1435,649,-1065.28,-350.93,TeX Live pst-geo cities.data,1198
Williston,"USA, ND",-103.616667,48.183333,1060.88,497.45,1061,497,-1439.12,-502.55,TeX Live pst-geo cities.data,1199
Wilmington,"USA, DE",-75.55,39.75,1450.69,614.58,1451,615,-1049.31,-385.42,TeX Live pst-geo cities.data,1200
Wilmington,"USA, NC",-77.916667,34.233333,1417.82,691.2,1418,691,-1082.18,-308.8,TeX Live pst-geo cities.data,1201
Windhuk,Namibia,17.1,-22.566667,2737.5,1480.09,2738,1480,237.5,480.09,TeX Live pst-geo cities.data,1202
Windsor,Kanada,-83.016667,42.3,1346.99,579.17,1347,579,-1153.01,-420.83,TeX Live pst-geo cities.data,1203
Winnipeg,Kanada,-97.15,49.883333,1150.69,473.84,1151,474,-1349.31,-526.16,TeX Live pst-geo cities.data,1204
Winston Salem,"USA, NC",-80.25,36.1,1385.42,665.28,1385,665,-1114.58,-334.72,TeX Live pst-geo cities.data,1205
Winterthur,Schweiz,8.75,47.5,2621.53,506.94,2622,507,121.53,-493.06,TeX Live pst-geo cities.data,1206
Witten,Deutschland,7.333333,51.433333,2601.85,452.31,2602,452,101.85,-547.69,TeX Live pst-geo cities.data,1207
Wladiwostok,Sowjetunion,131.9,43.133333,4331.94,567.59,4332,568,1831.94,-432.41,TeX Live pst-geo cities.data,1208
Wolfsberg,Österreich,14.833333,46.833333,2706.02,516.2,2706,516,206.02,-483.8,TeX Live pst-geo cities.data,1209
Wolfsburg,Deutschland,10.8,52.433333,2650.0,438.43,2650,438,150.0,-561.57,TeX Live pst-geo cities.data,1210
Wolgograd,Sowjetunion,44.416667,48.75,3116.9,489.58,3117,490,616.9,-510.42,TeX Live pst-geo cities.data,1211
Wollongong,Australien,137.95,-17.216667,4415.97,1405.79,4416,1406,1915.97,405.79,TeX Live pst-geo cities.data,1212
Worcester,"USA, MA",-71.8,42.266667,1502.78,579.63,1503,580,-997.22,-420.37,TeX Live pst-geo cities.data,1213
Wuhan,China,114.25,36.75,4086.81,656.25,4087,656,1586.81,-343.75,TeX Live pst-geo cities.data,1214
Wuppertal,Deutschland,7.183333,51.266667,2599.77,454.63,2600,455,99.77,-545.37,TeX Live pst-geo cities.data,1215
Würzburg,Deutschland,9.933333,49.8,2637.96,475.0,2638,475,137.96,-525.0,TeX Live pst-geo cities.data,1216
Xian,China,108.9,34.266667,4012.5,690.74,4012,691,1512.5,-309.26,TeX Live pst-geo cities.data,1217
Yakima,"USA, WA",-120.516667,46.6,826.16,519.44,826,519,-1673.84,-480.56,TeX Live pst-geo cities.data,1218
Yaounde,Kamerun,11.516667,3.85,2659.95,1113.19,2660,1113,159.95,113.19,TeX Live pst-geo cities.data,1219
Yaren,Nauru,167.166667,-1.833333,4821.76,1192.13,4822,1192,2321.76,192.13,TeX Live pst-geo cities.data,1220
Yokohama,Japan,141.25,41.066667,4461.81,596.3,4462,596,1961.81,-403.7,TeX Live pst-geo cities.data,1221
York,Großbritannien,-1.083333,53.95,2484.95,417.36,2485,417,-15.05,-582.64,TeX Live pst-geo cities.data,1222
York,"USA, PA",-76.733333,39.966667,1434.26,611.57,1434,612,-1065.74,-388.43,TeX Live pst-geo cities.data,1223
Youngstown,"USA, PA",-80.65,41.1,1379.86,595.83,1380,596,-1120.14,-404.17,TeX Live pst-geo cities.data,1224
Yunghu,Taiwan,120.05,24.85,4167.36,821.53,4167,822,1667.36,-178.47,TeX Live pst-geo cities.data,1225
Zagazig,Ägypten,31.5,30.583333,2937.5,741.9,2938,742,437.5,-258.1,TeX Live pst-geo cities.data,1226
Zagreb,Koratien,16.0,45.8,2722.22,530.56,2722,531,222.22,-469.44,TeX Live pst-geo cities.data,1227
Zamboanga,Philippinen,122.083333,6.916667,4195.6,1070.6,4196,1071,1695.6,70.6,TeX Live pst-geo cities.data,1228
Zaragoza,Spanien,-0.9,41.65,2487.5,588.19,2488,588,-12.5,-411.81,TeX Live pst-geo cities.data,1229
Ziguinchor,Senegal,-16.333333,12.583333,2273.15,991.9,2273,992,-226.85,-8.1,TeX Live pst-geo cities.data,1230
Zinder,Niger,8.966667,13.766667,2624.54,975.46,2625,975,124.54,-24.54,TeX Live pst-geo cities.data,1231
Zomba,Malawi,35.366667,-15.366667,2991.2,1380.09,2991,1380,491.2,380.09,TeX Live pst-geo cities.data,1232
Zwickau,Deutschland,12.5,50.733333,2673.61,462.04,2674,462,173.61,-537.96,TeX Live pst-geo cities.data,1234
Zürich,Schweiz,8.516667,47.366667,2618.29,508.8,2618,509,118.29,-491.2,TeX Live pst-geo cities.data,1233
